dExpParam,dMutationStrength,dFracKilled,dMetabolicCost,gtime,tbirth,nest_id,neststock,mom_id,num_steal,num_sucsteal,num_forage,num_sucforage,num_rentry,num_sucrentry,num_raid,num_sucraid,num_actions,int,slope,offspring,neutral_gene,popavg_dist,cue0,cue1,cue2,cue3,cue4
0.01,0.01,0.4,40,765.603,744.075,968,-0.668225,966,5,1,11,6,9,5,4,3,0,0.00716606,1.00834,3,0.262859,0.000125526,85.3418,73.5813,24.0338,68.847,94.4449,
0.01,0.01,0.4,40,765.603,744.511,969,-0.853233,968,7,4,11,4,7,3,6,4,0,-0.00757744,1.01375,0,0.237472,0.000118858,85.3459,73.5825,24.0415,68.8495,94.4508,
0.01,0.01,0.4,40,765.603,746.6,971,-0.0985965,968,5,3,9,4,7,1,6,4,0,0.00969468,1.01153,1,0.272378,0.000113792,85.3568,73.5801,24.0411,68.8636,94.4413,
0.01,0.01,0.4,40,765.603,747.584,972,-0.832087,971,6,4,10,4,8,1,3,2,0,0.0097629,0.994925,2,0.247673,0.000127696,85.349,73.5738,24.0431,68.859,94.4433,
0.01,0.01,0.4,40,765.603,745.586,970,-0.496858,968,7,4,10,3,7,1,6,3,0,0.000422995,0.997654,0,0.27274,0.000160648,85.3371,73.581,24.0152,68.8517,94.441,
0.01,0.01,0.4,40,765.603,748.27,973,-1.09506,972,8,4,10,2,6,0,7,4,0,0.00856576,0.998679,1,0.254647,0.000120501,85.3338,73.5862,24.0431,68.8427,94.4518,
0.01,0.01,0.4,40,765.603,749.212,974,-0.62687,972,4,1,11,7,9,4,5,2,0,-0.0120544,0.999613,0,0.255908,0.000120688,85.3536,73.5647,24.0414,68.8462,94.4451,
0.01,0.01,0.4,40,765.603,749.807,975,-1.03972,973,7,2,12,5,9,4,2,1,0,-0.0109387,0.994186,2,0.246015,0.000126941,85.3467,73.5807,24.0494,68.8374,94.4628,
0.01,0.01,0.4,40,765.603,750.277,976,-0.904104,975,3,1,11,8,7,3,12,4,0,-0.0204274,0.993978,1,0.253629,8.18705e-05,85.3528,73.6009,24.0515,68.8369,94.456,
0.01,0.01,0.4,40,765.603,751.123,977,-0.623906,975,2,2,10,8,10,3,3,1,0,0.0160682,1.00544,0,0.250466,0.000157876,85.3324,73.5737,24.05,68.8305,94.4675,
0.01,0.01,0.4,40,765.603,752.998,979,-1.0072,978,2,2,12,10,9,3,1,0,0,-0.0050934,0.993227,1,0.24719,0.000126902,85.3436,73.6249,24.0572,68.8276,94.4661,
0.01,0.01,0.4,40,765.603,753.681,980,-0.0370601,978,1,1,11,10,10,4,0,0,0,0.0134962,0.982193,1,0.248448,8.11214e-05,85.3577,73.6289,24.0549,68.832,94.4499,
0.01,0.01,0.4,40,765.603,752.314,978,-1.17063,976,2,0,14,12,10,7,0,0,0,0.00637699,0.997263,3,0.253232,8.88025e-05,85.3609,73.6216,24.0517,68.8409,94.4599,
0.01,0.01,0.4,40,765.603,754.54,981,-0.0719675,979,1,0,12,11,9,4,0,0,0,0.00778301,1.00863,0,0.246149,0.000126916,85.349,73.613,24.0688,68.8213,94.4655,
0.01,0.01,0.4,40,765.603,757.563,985,-0.38145,984,5,3,12,7,10,5,1,0,0,-0.0149831,0.997019,0,0.270147,0.000107697,85.3816,73.6169,24.0597,68.8521,94.4438,
0.01,0.01,0.4,40,765.603,756.991,983,-0.896086,982,1,0,9,8,9,0,3,1,0,0.00216802,0.984998,0,0.238992,7.78996e-05,85.3414,73.6121,24.0547,68.8362,94.444,
0.01,0.01,0.4,40,765.603,756.592,982,-1.02707,980,1,0,12,11,9,5,2,2,0,-0.00658572,1.00085,1,0.23925,9.89299e-05,85.3413,73.6186,24.0593,68.8324,94.4512,
0.01,0.01,0.4,40,765.603,757.515,984,-0.998819,978,2,2,12,10,9,4,3,1,0,0.00425999,1.00212,2,0.268518,8.36264e-05,85.3631,73.6111,24.0625,68.8494,94.4496,
0.01,0.01,0.4,40,765.603,758.887,986,-0.483943,984,3,1,9,6,8,2,5,4,0,-0.00783618,0.989933,2,0.269607,5.30259e-05,85.3586,73.5959,24.0456,68.8332,94.4466,
0.01,0.01,0.4,40,765.603,760.516,987,-0.0584427,986,3,3,12,9,9,4,0,0,0,0.0217821,0.997446,2,0.283922,7.74985e-05,85.3455,73.6035,24.033,68.847,94.4367,
0.01,0.01,0.4,40,765.603,760.745,988,-0.878403,987,2,2,10,8,8,2,6,3,0,0.00291706,0.99286,0,0.287339,0.000120607,85.3501,73.5885,24.0447,68.8641,94.4475,
0.01,0.01,0.4,40,765.603,761.12,989,-0.218916,986,3,2,11,8,8,2,2,1,0,-0.00697402,1.00764,0,0.286731,9.19384e-05,85.3509,73.5947,24.0461,68.8138,94.4486,
0.01,0.01,0.4,40,785.716,762.569,991,-0.250867,990,7,4,10,3,9,2,2,1,0,0.00398647,1.01387,2,0.287934,0.000193184,85.3692,73.6076,24.0436,68.8322,94.4334,
0.01,0.01,0.4,40,785.716,762.51,990,-1.06786,987,4,1,12,8,9,3,1,0,0,-0.012231,1.01306,1,0.283646,0.000171859,85.3551,73.6037,24.046,68.8342,94.4383,
0.01,0.01,0.4,40,785.716,764.49,992,-0.284538,991,3,1,11,8,8,3,4,2,0,0.000251737,1.01818,1,0.279168,0.000215747,85.3619,73.5959,24.0419,68.8289,94.4271,
0.01,0.01,0.4,40,785.716,764.694,993,-0.864294,991,2,2,9,7,9,4,6,5,0,0.0164737,1.00308,1,0.303901,0.000173596,85.3636,73.6328,24.0557,68.8285,94.432,
0.01,0.01,0.4,40,785.716,764.73,994,-1.25667,992,3,1,10,7,9,3,4,3,0,-0.00726,1.0125,1,0.271499,0.000222878,85.3694,73.6037,24.0268,68.8331,94.4328,
0.01,0.01,0.4,40,785.716,765.72,995,-0.288259,994,1,1,11,10,8,1,3,0,0,0.0303377,0.999559,0,0.271281,0.00029269,85.3765,73.5758,24.0143,68.8285,94.4367,
0.01,0.01,0.4,40,785.716,766.269,996,-0.0236627,993,3,1,11,8,10,4,2,0,0,0.00755484,0.995087,1,0.289437,0.000202797,85.3716,73.6235,24.0618,68.8211,94.4424,
0.01,0.01,0.4,40,785.716,767.471,997,-1.27353,996,4,2,11,7,8,3,7,3,0,3.31468e-05,1.00777,3,0.282403,0.000162692,85.3583,73.6257,24.0597,68.8303,94.4435,
0.01,0.01,0.4,40,785.716,768.875,1000,-0.471121,997,8,1,10,2,7,0,5,2,0,0.00989691,0.990787,0,0.283904,0.000158372,85.3563,73.625,24.0505,68.8188,94.4474,
0.01,0.01,0.4,40,785.716,768.057,998,-0.021514,997,3,1,11,8,10,5,5,1,0,-0.00259084,0.990791,1,0.281937,0.000144172,85.3501,73.6279,24.063,68.8379,94.446,
0.01,0.01,0.4,40,785.716,770.594,1001,-0.0322654,998,3,0,12,9,9,4,1,0,0,0.00234759,1.00816,1,0.266727,0.000114579,85.3386,73.64,24.067,68.8332,94.4473,
0.01,0.01,0.4,40,785.716,768.362,999,-0.860796,997,3,1,12,9,11,6,4,0,0,0.0133834,0.982018,1,0.282475,0.000204903,85.3698,73.6245,24.0653,68.8271,94.4357,
0.01,0.01,0.4,40,785.716,771.961,1002,-0.803598,999,1,0,13,12,10,6,0,0,0,-0.0054663,0.987831,0,0.298948,0.000245659,85.3755,73.6175,24.0725,68.8371,94.4203,
0.01,0.01,0.4,40,785.716,772.256,1003,-0.38743,1001,0,0,13,13,9,5,0,0,0,0.00584668,0.987239,2,0.259023,0.000170474,85.3482,73.6445,24.0815,68.8291,94.4322,
0.01,0.01,0.4,40,785.716,772.711,1004,-0.419529,1003,0,0,12,12,10,5,0,0,0,0.0124101,0.997354,0,0.251763,0.000142824,85.3407,73.6431,24.0679,68.822,94.4386,
0.01,0.01,0.4,40,785.716,773.621,1005,-0.174739,1003,0,0,13,13,11,8,0,0,0,-0.0255578,1.01597,3,0.251769,8.19182e-05,85.3327,73.6511,24.0686,68.8325,94.4551,
0.01,0.01,0.4,40,785.716,775.62,1007,-0.385439,1005,1,1,12,11,10,5,0,0,0,0.0132082,1.00554,1,0.249158,0.000129668,85.3425,73.649,24.0727,68.821,94.4494,
0.01,0.01,0.4,40,785.716,776.646,1009,-0.0136191,1007,0,0,12,12,9,4,0,0,0,-0.0164167,1.00116,0,0.25003,0.000102215,85.3493,73.6605,24.0696,68.8247,94.4676,
0.01,0.01,0.4,40,785.716,774.331,1006,-0.831512,1005,1,0,13,12,10,7,2,1,0,0.00155965,1.00133,1,0.246982,0.000134481,85.3131,73.6468,24.0728,68.8402,94.4468,
0.01,0.01,0.4,40,785.716,776.641,1008,-1.30371,1005,2,1,10,8,9,5,5,5,0,-0.005377,0.996672,0,0.261463,0.000106402,85.3222,73.6522,24.0778,68.8227,94.465,
0.01,0.01,0.4,40,785.716,777.366,1010,-0.260261,1006,2,0,10,8,9,3,4,2,0,-0.0221529,1.00725,2,0.224485,0.000117009,85.3192,73.6529,24.0678,68.8438,94.4453,
0.01,0.01,0.4,40,785.716,779.901,1012,-0.486174,1010,7,3,10,3,7,2,5,4,0,0.0209471,0.997591,1,0.214726,0.000156513,85.3153,73.6301,24.0762,68.8404,94.4495,
0.01,0.01,0.4,40,785.716,780.326,1013,-0.30393,1011,6,5,11,5,8,1,2,0,0,-0.0108028,1.02213,0,0.236837,0.000127289,85.3485,73.6568,24.0849,68.8246,94.4612,
0.01,0.01,0.4,40,785.716,779.186,1011,-0.613059,1010,5,4,12,7,8,2,6,0,0,-0.0139006,1.00779,3,0.221703,9.57541e-05,85.3187,73.6599,24.0688,68.8378,94.4578,
0.01,0.01,0.4,40,785.716,780.89,1014,-0.258218,1012,2,1,10,8,9,4,4,3,0,0.00926895,0.987738,0,0.218442,0.000195051,85.3186,73.6217,24.067,68.8479,94.4262,
0.01,0.01,0.4,40,785.716,782.554,1015,-0.919929,1011,8,4,10,2,8,1,4,2,0,0.000288095,1.00537,0,0.213358,0.00013405,85.3147,73.6615,24.0652,68.8522,94.4477,
0.01,0.01,0.4,40,805.819,783.806,1017,-1.0748,1016,2,2,11,9,10,5,2,2,0,-0.00807072,1.00047,0,0.211972,0.000230327,85.3208,73.6492,24.0514,68.8406,94.4593,
0.01,0.01,0.4,40,805.819,784.615,1019,-0.321407,1018,0,0,11,11,8,2,1,1,0,0.00718926,0.997261,1,0.198554,0.000144345,85.3354,73.661,24.0341,68.821,94.4947,
0.01,0.01,0.4,40,805.819,783.391,1016,-0.0374972,1011,2,1,11,9,10,6,2,2,0,-0.0216657,0.992217,2,0.210527,0.000215188,85.3227,73.6558,24.0581,68.8415,94.467,
0.01,0.01,0.4,40,805.819,785.28,1020,-0.0516771,1019,0,0,12,12,9,4,1,0,0,0.00955218,0.998978,1,0.211699,0.000130114,85.3413,73.6504,24.0297,68.8316,94.4942,
0.01,0.01,0.4,40,805.819,784.55,1018,-0.647654,1016,1,1,11,10,9,3,1,1,0,-0.0235656,1.00442,1,0.198282,0.000146049,85.3388,73.661,24.0447,68.8431,94.4787,
0.01,0.01,0.4,40,805.819,788.087,1023,-0.423309,1022,4,2,13,9,9,5,1,0,0,-0.0206221,1.00706,1,0.2055,0.000114423,85.3493,73.6612,24.029,68.8409,94.4764,
0.01,0.01,0.4,40,805.819,786.965,1021,-1.05554,1020,1,0,12,11,9,3,1,0,0,-0.000591705,1.01252,1,0.219557,0.000176151,85.3283,73.6405,24.0279,68.8309,94.4842,
0.01,0.01,0.4,40,805.819,789.062,1025,-0.914013,1024,4,2,11,7,7,2,6,3,0,0.00608048,0.996958,1,0.208709,9.55707e-05,85.3634,73.6357,24.0119,68.8294,94.4958,
0.01,0.01,0.4,40,805.819,788.458,1024,-1.26135,1023,4,3,10,6,9,1,1,1,0,0.000153091,1.00545,2,0.207437,9.92875e-05,85.3631,73.6474,24.0241,68.8306,94.4922,
0.01,0.01,0.4,40,805.819,787.526,1022,-0.481764,1021,1,1,10,9,7,2,8,4,0,0.0176409,1.00592,1,0.218483,0.000147408,85.3421,73.6318,24.0221,68.8414,94.4827,
0.01,0.01,0.4,40,805.819,790.985,1027,-0.0860133,1024,6,2,10,4,6,0,3,3,0,0.0100683,1.00862,1,0.21089,7.94306e-05,85.364,73.6541,24.0078,68.8329,94.4887,
0.01,0.01,0.4,40,805.819,790.447,1026,-0.873989,1025,3,2,10,7,8,1,4,2,0,0.000762611,0.968716,1,0.20596,0.000121198,85.3727,73.6322,24.0232,68.8259,94.5021,
0.01,0.01,0.4,40,805.819,791.273,1029,-1.27018,1028,4,2,11,7,8,1,1,1,0,0.0110147,0.996997,0,0.198243,0.000110565,85.3843,73.6367,24.026,68.8523,94.4981,
0.01,0.01,0.4,40,805.819,791.184,1028,-0.99746,1026,3,3,12,9,9,5,4,2,0,0.0169321,0.993655,1,0.201408,8.58237e-05,85.369,73.6339,24.0154,68.8428,94.5077,
0.01,0.01,0.4,40,805.819,791.875,1030,-0.46166,1027,0,0,13,13,9,6,1,1,0,-0.00347544,0.991016,1,0.198811,6.86512e-05,85.3636,73.6597,24.0086,68.8296,94.5038,
0.01,0.01,0.4,40,805.819,793.942,1031,-0.0837651,1030,0,0,11,11,10,5,1,1,0,-0.00695649,0.984558,2,0.197261,9.35156e-05,85.3649,73.6664,24.0008,68.8131,94.5048,
0.01,0.01,0.4,40,805.819,794.79,1033,-0.680682,1031,1,1,11,10,9,2,0,0,0,-0.00991927,1.0117,1,0.210653,0.000141613,85.344,73.6732,23.9873,68.8085,94.5059,
0.01,0.01,0.4,40,805.819,794.429,1032,-0.0299526,1031,0,0,12,12,9,4,0,0,0,-0.0228764,1.01427,0,0.181018,0.000200491,85.354,73.6521,23.9706,68.8076,94.5179,
0.01,0.01,0.4,40,805.819,796.702,1035,-0.770505,1034,0,0,12,12,11,7,1,1,0,0.00403098,1.00241,2,0.193575,8.73567e-05,85.3584,73.6863,24.0038,68.8165,94.4956,
0.01,0.01,0.4,40,805.819,795.119,1034,-0.00101069,1033,2,2,13,11,8,4,1,0,0,-0.0107889,1.00776,2,0.207629,0.000113795,85.3445,73.6856,23.9975,68.815,94.499,
0.01,0.01,0.4,40,805.819,798.061,1036,2.48873,1035,1,1,10,9,7,2,3,1,0,0.00341172,1.00261,0,0.198904,0.000121775,85.3385,73.6836,23.9887,68.8229,94.4976,
0.01,0.01,0.4,40,805.819,798.076,1037,15.0063,1035,2,1,5,3,3,2,1,1,0,-0.0155588,1.00258,1,0.189,9.45829e-05,85.3736,73.6941,24.025,68.8271,94.5099,
0.01,0.01,0.4,40,805.819,800.147,1041,-0.932578,1040,6,4,10,4,8,1,3,2,0,0.0131101,0.996573,0,0.195121,0.000121366,85.3601,73.6845,24.0608,68.8569,94.508,
0.01,0.01,0.4,40,805.819,800.099,1040,-0.905046,1039,4,2,11,7,7,1,3,2,0,0.00265128,0.997606,1,0.198795,0.000137591,85.3502,73.6869,24.054,68.8542,94.5164,
0.01,0.01,0.4,40,805.819,800.147,1042,-0.701748,1038,6,2,12,6,8,3,3,1,0,-0.00595604,1.00419,1,0.192598,8.53689e-05,85.3648,73.6641,23.9907,68.8269,94.4969,
0.01,0.01,0.4,40,805.819,799.423,1038,-0.27116,1034,3,2,10,7,9,3,6,2,0,-0.000904494,1.00811,2,0.192333,7.99805e-05,85.3587,73.676,24.0039,68.8242,94.513,
0.01,0.01,0.4,40,805.819,799.726,1039,-1.10922,1037,5,2,9,4,7,1,7,5,0,-0.00173009,0.995996,2,0.198187,8.1965e-05,85.3727,73.6946,24.0346,68.8424,94.5071,
0.01,0.01,0.4,40,825.978,802.417,1043,-0.551701,1038,2,1,10,8,7,2,4,4,0,-0.00141722,1.01313,0,0.212782,9.66796e-05,85.3538,73.6697,23.9998,68.8461,94.5082,
0.01,0.01,0.4,40,825.978,802.797,1044,-1.29868,1042,3,2,10,7,9,3,7,3,0,-0.0161941,1.00077,1,0.179096,0.000138323,85.3649,73.6682,24.0091,68.841,94.4862,
0.01,0.01,0.4,40,825.978,804.074,1045,-0.314584,1039,5,2,11,6,8,3,2,2,0,-0.00383231,1.02658,1,0.174711,0.000154293,85.3864,73.6904,24.03,68.8445,94.5122,
0.01,0.01,0.4,40,825.978,805.053,1046,-1.25213,1044,4,4,10,6,9,1,3,1,0,0.0079633,0.989886,1,0.158072,0.000145184,85.3534,73.6541,24.0005,68.841,94.4861,
0.01,0.01,0.4,40,825.978,805.5,1047,-0.644748,1045,1,0,12,11,8,4,2,2,0,-0.00873224,0.996081,1,0.162975,0.000185921,85.381,73.7017,24.0219,68.8567,94.5003,
0.01,0.01,0.4,40,825.978,806.476,1048,-0.266601,1046,2,2,11,9,8,1,1,0,0,0.00329494,1.00375,1,0.162597,0.000125937,85.3564,73.6718,24.001,68.8408,94.4791,
0.01,0.01,0.4,40,825.978,807.476,1049,-0.323759,1047,1,0,12,11,7,2,2,1,0,0.0101324,0.98687,1,0.156362,0.000218045,85.3909,73.6878,24.0344,68.8654,94.4953,
0.01,0.01,0.4,40,825.978,808.857,1051,-0.707086,1050,0,0,12,12,8,2,0,0,0,0.0172006,0.988175,0,0.143326,0.000179802,85.3758,73.6873,24.0161,68.8622,94.4847,
0.01,0.01,0.4,40,825.978,807.575,1050,-1.09817,1049,2,1,13,11,8,3,0,0,0,-0.00250673,1.00902,1,0.150002,0.000205411,85.3917,73.6944,24.0277,68.8542,94.4935,
0.01,0.01,0.4,40,825.978,809.102,1052,-0.0629386,1048,1,1,12,11,9,4,0,0,0,0.00633194,0.990473,2,0.163313,0.000114037,85.3555,73.6691,23.979,68.8239,94.4866,
0.01,0.01,0.4,40,825.978,811.445,1053,-0.262244,1052,2,1,10,8,9,3,2,2,0,-0.0174521,1.00928,0,0.173397,0.000122289,85.3403,73.6771,23.9796,68.8327,94.4962,
0.01,0.01,0.4,40,825.978,811.828,1054,-0.231798,1052,3,3,11,8,8,2,2,1,0,0.0192768,1.00391,1,0.165304,0.000124786,85.356,73.6875,23.9771,68.8351,94.481,
0.01,0.01,0.4,40,825.978,812.244,1055,-1.27329,1054,3,0,11,8,8,5,6,5,0,-0.00215933,0.992023,1,0.157974,0.000143721,85.3573,73.6723,23.9758,68.838,94.4782,
0.01,0.01,0.4,40,825.978,813.351,1056,-0.296141,1055,3,2,11,8,8,3,4,2,0,0.00500872,1.00089,2,0.150686,0.000106287,85.3589,73.685,23.9793,68.8277,94.4791,
0.01,0.01,0.4,40,825.978,813.702,1057,-0.254702,1056,5,3,12,7,7,1,0,0,0,-0.0165794,1.00089,1,0.125569,9.58913e-05,85.3519,73.6821,23.993,68.8365,94.4883,
0.01,0.01,0.4,40,825.978,814.639,1058,-0.296454,1057,1,1,11,10,8,2,3,1,0,-0.00129761,0.98911,2,0.111251,0.000125781,85.3654,73.6827,23.994,68.853,94.4822,
0.01,0.01,0.4,40,825.978,815.198,1059,-0.67946,1058,5,3,12,7,8,2,0,0,0,-0.00188734,1.01034,0,0.103502,0.000157666,85.3724,73.6901,23.998,68.8707,94.4897,
0.01,0.01,0.4,40,825.978,816.674,1061,-0.322846,1058,4,3,11,7,8,3,4,2,0,0.00109066,1.01356,2,0.116381,0.00012978,85.3594,73.6892,23.9855,68.8435,94.4771,
0.01,0.01,0.4,40,825.978,817,1062,-0.0827062,1061,2,2,12,10,9,5,1,1,0,-0.0107929,1.00122,0,0.104991,0.000123925,85.3548,73.693,23.9884,68.8305,94.4724,
0.01,0.01,0.4,40,825.978,815.241,1060,-0.883387,1056,0,0,11,11,7,3,6,4,0,0.000716824,1.01054,1,0.170734,0.000147442,85.3361,73.6888,23.9828,68.841,94.4867,
0.01,0.01,0.4,40,825.978,818.245,1063,-0.0711278,1060,3,1,12,9,9,5,2,1,0,0.0110676,1.00119,1,0.172969,7.63069e-05,85.3461,73.6858,23.996,68.8212,94.4899,
0.01,0.01,0.4,40,825.978,820.608,1066,-1.29002,1065,4,2,10,6,9,2,2,2,0,0.0012807,1.00635,0,0.184207,7.23781e-05,85.3543,73.6816,23.9949,68.8292,94.4935,
0.01,0.01,0.4,40,825.978,819.947,1065,-0.226337,1063,3,2,10,7,9,2,2,1,0,0.0124634,1.01219,2,0.179255,6.72943e-05,85.3621,73.6834,23.9863,68.8244,94.4977,
0.01,0.01,0.4,40,825.978,819.298,1064,-1.00052,1061,4,2,12,8,9,5,4,2,0,-0.00395266,0.981975,0,0.119994,0.000130957,85.3615,73.6975,23.992,68.8401,94.4767,
0.01,0.01,0.4,40,825.978,821.384,1067,-0.501165,1065,4,2,11,7,6,2,7,4,0,0.00364338,1.00509,2,0.171988,8.85804e-05,85.3628,73.6697,23.9866,68.8315,94.5042,
0.01,0.01,0.4,40,825.978,823.877,1071,-0.289821,1068,8,3,11,3,8,1,5,0,0,0.00279468,0.991161,0,0.188826,0.000103019,85.3584,73.6455,24.0021,68.8257,94.5053,
0.01,0.01,0.4,40,846.195,823.528,1068,-1.09816,1067,3,2,9,6,7,3,12,7,0,-0.0148924,1.00273,1,0.182021,0.000352279,85.3549,73.6692,23.996,68.8313,94.5016,
0.01,0.01,0.4,40,846.195,823.648,1069,-0.550745,1067,6,1,11,5,6,1,6,3,0,0.0189953,1.0023,1,0.173811,0.000267052,85.3749,73.6843,23.9817,68.8203,94.5222,
0.01,0.01,0.4,40,846.195,824.914,1072,-1.22807,1070,6,2,12,6,7,1,2,1,0,-0.00651516,1.0154,1,0.184394,0.000323364,85.3455,73.6908,23.9981,68.8163,94.552,
0.01,0.01,0.4,40,846.195,825.888,1073,-1.38384,1070,1,1,13,12,9,4,1,0,0,-0.00187792,1.00135,0,0.1688,0.000319649,85.3519,73.6855,24.003,68.8156,94.5337,
0.01,0.01,0.4,40,846.195,823.836,1070,-0.656799,1069,3,2,12,9,8,2,3,0,0,-0.0110696,1.00528,3,0.171836,0.000291672,85.3678,73.6887,24.0009,68.8211,94.5263,
0.01,0.01,0.4,40,846.195,827.702,1075,-0.690545,1072,1,1,11,10,9,4,2,2,0,-0.00606405,0.993991,1,0.179046,0.000324213,85.3582,73.6922,24.003,68.8133,94.5588,
0.01,0.01,0.4,40,846.195,827.563,1074,-0.681174,1070,1,1,11,10,9,3,2,1,0,0.0096622,0.99566,2,0.155745,0.00029114,85.3689,73.6908,24.0063,68.8198,94.5302,
0.01,0.01,0.4,40,846.195,830.318,1078,-1.26328,1075,5,2,11,6,8,1,2,1,0,0.0137346,1.00953,0,0.181028,0.000374662,85.3577,73.6756,23.9971,68.7949,94.5642,
0.01,0.01,0.4,40,846.195,828.824,1077,-0.619234,1076,3,2,12,9,8,4,4,2,0,0.00414257,1.00368,1,0.135664,0.000321491,85.3529,73.6891,24.0126,68.819,94.534,
0.01,0.01,0.4,40,846.195,828.718,1076,-0.860374,1074,2,0,13,11,10,6,2,0,0,0.00232354,1.02528,1,0.1565,0.000320001,85.3548,73.6825,24.015,68.8255,94.5357,
0.01,0.01,0.4,40,846.195,831.813,1080,-0.642559,1077,2,0,11,9,9,2,0,0,0,0.000599083,0.995868,1,0.143941,0.000309303,85.3584,73.7018,24.0055,68.8072,94.5289,
0.01,0.01,0.4,40,846.195,831.37,1079,-0.716194,1074,2,2,11,9,9,4,3,2,0,0.00611171,1.00564,1,0.14173,0.000213073,85.383,73.6997,23.9963,68.8336,94.5411,
0.01,0.01,0.4,40,846.195,833.125,1082,-0.298521,1079,2,1,11,9,8,2,3,1,0,-0.00524028,1.00514,0,0.154149,0.000284545,85.3776,73.6886,24.0078,68.8337,94.5627,
0.01,0.01,0.4,40,846.195,833.062,1081,-0.252146,1080,0,0,13,13,11,10,2,2,0,0.00679984,0.999636,1,0.136997,0.000293444,85.365,73.6899,24.0012,68.8134,94.5347,
0.01,0.01,0.4,40,846.195,835.325,1084,-1.24103,1083,2,2,11,9,8,1,1,1,0,-0.00600043,1.01149,1,0.167246,0.000201423,85.3728,73.7095,23.9822,68.827,94.5401,
0.01,0.01,0.4,40,846.195,835.711,1085,-0.3032,1084,2,2,10,8,9,3,4,2,0,0.0150176,1.00474,1,0.162229,0.000153015,85.3845,73.7143,23.9717,68.8474,94.5246,
0.01,0.01,0.4,40,846.195,834.289,1083,-0.0994985,1081,4,1,11,7,10,5,2,1,0,0.0179004,0.987541,1,0.158703,0.00022115,85.3821,73.7067,23.9943,68.8216,94.5429,
0.01,0.01,0.4,40,846.195,836.789,1086,-1.03472,1085,3,2,12,9,9,4,2,1,0,-0.00542952,1.00327,3,0.158306,0.000154731,85.3789,73.7096,23.9761,68.8638,94.5216,
0.01,0.01,0.4,40,846.195,838.686,1089,-1.02288,1086,0,0,12,12,9,3,0,0,0,-0.0100796,1.00532,1,0.155123,0.000135489,85.3908,73.725,23.9857,68.854,94.5271,
0.01,0.01,0.4,40,846.195,837.671,1087,-0.807994,1086,0,0,14,14,9,6,0,0,0,0.0020784,0.984815,0,0.151771,4.88291e-05,85.3927,73.7249,23.959,68.8818,94.539,
0.01,0.01,0.4,40,846.195,838.416,1088,-0.909792,1086,1,0,11,10,7,1,3,2,0,0.00199796,0.998845,1,0.155602,0.000201403,85.3579,73.7042,23.9731,68.8639,94.5126,
0.01,0.01,0.4,40,846.195,839.699,1090,-0.475463,1088,2,1,13,11,9,5,1,0,0,-0.00970409,0.989948,1,0.164797,0.000109492,85.3707,73.7281,23.9582,68.8849,94.5135,
0.01,0.01,0.4,40,846.195,840.272,1091,-0.288598,1089,5,2,11,6,8,2,1,1,0,-0.00373604,0.988874,1,0.167054,0.000184843,85.3908,73.726,23.9838,68.8327,94.5113,
0.01,0.01,0.4,40,846.195,841.122,1092,-0.785597,1091,3,1,12,9,11,7,4,1,0,-0.0100052,1.01953,0,0.181109,0.000207768,85.3903,73.7335,23.9857,68.8315,94.5007,
0.01,0.01,0.4,40,846.195,841.84,1093,-0.283102,1090,2,0,10,8,9,4,8,3,0,-0.00353306,0.999644,1,0.163125,6.7048e-05,85.3795,73.7325,23.9653,68.8981,94.5231,
0.01,0.01,0.4,40,866.34,843.455,1095,-0.476906,1094,2,1,12,10,10,5,0,0,0,0.0131916,0.988995,0,0.170999,0.000306604,85.403,73.7167,23.9698,68.9005,94.5183,
0.01,0.01,0.4,40,866.34,842.699,1094,-0.676735,1093,3,2,11,8,9,3,1,1,0,0.00960929,1.00836,2,0.159905,0.000300177,85.3949,73.7331,23.9646,68.8927,94.5342,
0.01,0.01,0.4,40,866.34,845.098,1096,-0.0229523,1094,1,0,11,10,10,7,4,3,0,-0.0140481,0.991888,1,0.171061,0.000249671,85.4021,73.7232,23.956,68.8882,94.539,
0.01,0.01,0.4,40,866.34,845.224,1098,-1.0201,1097,2,1,12,10,9,4,2,1,0,-0.00397359,0.981508,0,0.151636,0.000287425,85.411,73.737,23.9644,68.9053,94.5531,
0.01,0.01,0.4,40,866.34,845.174,1097,-0.88941,1096,5,5,11,6,7,0,2,1,0,-0.00297611,1.00703,4,0.170017,0.000270529,85.4039,73.7358,23.9611,68.8994,94.5516,
0.01,0.01,0.4,40,866.34,847.22,1099,-0.318018,1097,6,3,11,5,8,2,1,1,0,0.00657542,1.00489,2,0.154682,0.000224212,85.4071,73.7214,23.9515,68.8934,94.5526,
0.01,0.01,0.4,40,866.34,849.086,1102,-0.497376,1097,4,1,10,6,7,1,6,3,0,0.00392779,0.989114,1,0.168546,0.000292264,85.4001,73.7554,23.962,68.8959,94.5575,
0.01,0.01,0.4,40,866.34,848.934,1101,-0.0426583,1097,2,1,12,10,9,5,2,1,0,-0.00605176,0.988916,0,0.170037,0.000355131,85.4134,73.7401,23.9729,68.9248,94.5397,
0.01,0.01,0.4,40,866.34,847.307,1100,-1.25441,1099,3,2,10,7,9,5,11,5,0,-0.00819236,0.992751,1,0.164353,0.000236487,85.4144,73.713,23.9505,68.8911,94.5397,
